"x"	"family"	"TRY30_PhylogeneticGroup.y"	"leafNa"
"8681"	"Quercus falcata"	"Fagaceae"	"Angiosperm"	1.93499999906782
"8684"	"Quercus gambelii"	"Fagaceae"	"Angiosperm"	1.63000000029557
"8687"	"Quercus geminata"	"Fagaceae"	"Angiosperm"	2.59999999992867
"8689"	"Quercus gilva"	"Fagaceae"	"Angiosperm"	0.890000000227797
"8690"	"Quercus glauca"	"Fagaceae"	"Angiosperm"	1.37999999976662
"8695"	"Quercus helferiana"	"Fagaceae"	"Angiosperm"	1.99000000052456
"8696"	"Quercus hemisphaerica"	"Fagaceae"	"Angiosperm"	2.10000000056831
"8698"	"Quercus ilex"	"Fagaceae"	"Angiosperm"	2.24999999951326
"8699"	"Quercus ilicifolia"	"Fagaceae"	"Angiosperm"	1.46000000040844
"8701"	"Quercus incana"	"Fagaceae"	"Angiosperm"	1.4299999996113
"8704"	"Quercus kelloggii"	"Fagaceae"	"Angiosperm"	1.74500000060309
"8705"	"Quercus laevis"	"Fagaceae"	"Angiosperm"	1.42500000039813
"8708"	"Quercus laurifolia"	"Fagaceae"	"Angiosperm"	1.37499999983701
"8712"	"Quercus lobata"	"Fagaceae"	"Angiosperm"	2.72499999968606
"8713"	"Quercus lusitanica"	"Fagaceae"	"Angiosperm"	2.13000000059356
"8714"	"Quercus lyrata"	"Fagaceae"	"Angiosperm"	1.29999999939226
"8716"	"Quercus macrocarpa"	"Fagaceae"	"Angiosperm"	1.47000000030775
"8718"	"Quercus michauxii"	"Fagaceae"	"Angiosperm"	2.10000000056831
"8719"	"Quercus minima"	"Fagaceae"	"Angiosperm"	1.83000000026841
"8720"	"Quercus mongolica"	"Fagaceae"	"Angiosperm"	1.20000000024725
"8724"	"Quercus myrsinaefolia"	"Fagaceae"	"Angiosperm"	2.83999999950835
"8725"	"Quercus myrsinifolia"	"Fagaceae"	"Angiosperm"	1.49000000006352
"8726"	"Quercus myrtifolia"	"Fagaceae"	"Angiosperm"	1.29999999939226
"8727"	"Quercus nigra"	"Fagaceae"	"Angiosperm"	1.57999999993858
"8730"	"Quercus oleoides"	"Fagaceae"	"Angiosperm"	2.28000000007672
"8734"	"Quercus palustris"	"Fagaceae"	"Angiosperm"	1.03999999984059
"8735"	"Quercus petraea"	"Fagaceae"	"Angiosperm"	1.75000000011301
"8736"	"Quercus phellos"	"Fagaceae"	"Angiosperm"	1.95999999952485
"8737"	"Quercus phillyraeoides"	"Fagaceae"	"Angiosperm"	3.71999999893959
"8739"	"Quercus pubescens"	"Fagaceae"	"Angiosperm"	2.04499999898821
"8740"	"Quercus pumila"	"Fagaceae"	"Angiosperm"	1.2200000003109
"8742"	"Quercus pyrenaica"	"Fagaceae"	"Angiosperm"	1.87000000024965
"8743"	"Quercus robur"	"Fagaceae"	"Angiosperm"	1.8600000005113
"8744"	"Quercus rotundifolia"	"Fagaceae"	"Angiosperm"	3.12499999941136
"8745"	"Quercus rubra"	"Fagaceae"	"Angiosperm"	1.61999999960425
"8749"	"Quercus sebifera"	"Fagaceae"	"Angiosperm"	3.27000000029704
"8752"	"Quercus serrata"	"Fagaceae"	"Angiosperm"	1.26499999977295
"8753"	"Quercus sessilifolia"	"Fagaceae"	"Angiosperm"	1.4200000005493
"8754"	"Quercus shumardii"	"Fagaceae"	"Angiosperm"	1.65999999938837
"8757"	"Quercus stellata"	"Fagaceae"	"Angiosperm"	1.64499999964248
"8758"	"Quercus stewardiana"	"Fagaceae"	"Angiosperm"	1.56500000001234
"8759"	"Quercus suber"	"Fagaceae"	"Angiosperm"	2.45000000108624
"8764"	"Quercus turbinella"	"Fagaceae"	"Angiosperm"	2.79999999949276
"8767"	"Quercus velutina"	"Fagaceae"	"Angiosperm"	1.4499999993729
"8769"	"Quercus virginia"	"Fagaceae"	"Angiosperm"	2.45000000108624
"8770"	"Quercus virginiana"	"Fagaceae"	"Angiosperm"	2.48500000112175
"8772"	"Quercus wutaishanica"	"Fagaceae"	"Angiosperm"	1.32999999968923
"8773"	"Quercus xalapensis"	"Fagaceae"	"Angiosperm"	1.26000000004613
"8774"	"Quiina amazonica"	"Ochnaceae"	"Angiosperm"	0.810000000255679
"8775"	"Quiina florida"	"Ochnaceae"	"Angiosperm"	0.91000000042883
"8776"	"Quiina grandifolia"	"Ochnaceae"	"Angiosperm"	1.21000000047353
"8778"	"Quiina macrophylla"	"Ochnaceae"	"Angiosperm"	1.37000000021915
"8779"	"Quiina obovata"	"Ochnaceae"	"Angiosperm"	1.79500000010727
"8781"	"Quintinia acutifolia"	"Paracryphiaceae"	"Angiosperm"	1.58499999947815
"8786"	"Quintinia serrata"	"Paracryphiaceae"	"Angiosperm"	0.739999999840102
"8792"	"Radermachera sinica"	"Bignoniaceae"	"Angiosperm"	1.07999999985298
"8795"	"Randia armata"	"Rubiaceae"	"Angiosperm"	1.70500000045101
"8797"	"Randia obcordata"	"Rubiaceae"	"Angiosperm"	2.63999999958229
"8805"	"Rapanea melanophloeos"	"Primulaceae"	"Angiosperm"	2.45000000108624
"8813"	"Rauvolfia littoralis"	"Apocynaceae"	"Angiosperm"	0.929999999846397
"8816"	"Rauvolfia praecox"	"Apocynaceae"	"Angiosperm"	0.83000000015894
"8822"	"Rawsonia lucida"	"Achariaceae"	"Angiosperm"	2.76999999944809
"8823"	"Reaumuria soongarica"	"Tamaricaceae"	"Angiosperm"	1.61500000052549
"8825"	"Recordoxylon speciosum"	"Leguminosae"	"Angiosperm"	1.49000000006352
"8828"	"Regelia ciliata"	"Myrtaceae"	"Angiosperm"	1.739999999606
"8829"	"Rehdera trinervis"	"Verbenaceae"	"Angiosperm"	1.93000000016059
"8831"	"Reinwardtiodendron humile"	"Meliaceae"	"Angiosperm"	1.81999999983856
"8833"	"Remijia morilloi"	"Rubiaceae"	"Angiosperm"	1.49999999983775
"8835"	"Retiniphyllum concolor"	"Rubiaceae"	"Angiosperm"	1.30999999972089
"8836"	"Retiniphyllum truncatum"	"Rubiaceae"	"Angiosperm"	0.91000000042883
"8847"	"Rhamnidium elaeocarpum"	"Rhamnaceae"	"Angiosperm"	1.99000000052456
"8848"	"Rhamnus alaternus"	"Rhamnaceae"	"Angiosperm"	1.24999999960724
"8852"	"Rhamnus cathartica"	"Rhamnaceae"	"Angiosperm"	1.65000000014439
"8853"	"Rhamnus crocea"	"Rhamnaceae"	"Angiosperm"	2.68000000127899
"8854"	"Rhamnus davurica"	"Rhamnaceae"	"Angiosperm"	0.530000000231064
"8858"	"Rhamnus leptophylla"	"Rhamnaceae"	"Angiosperm"	0.690000000269674
"8866"	"Rhamnus schneideri"	"Rhamnaceae"	"Angiosperm"	0.750000000338836
"8869"	"Rhaphiolepis indica"	"Rosaceae"	"Angiosperm"	1.11999999965616
"8870"	"Rhaphiolepis lanceolata"	"Rosaceae"	"Angiosperm"	0.279999999947608
"8874"	"Rhizophora mangle"	"Rhizophoraceae"	"Angiosperm"	2.19000000037578
"8890"	"Rhododendron anthopogon"	"Ericaceae"	"Angiosperm"	3.57999999852286
"8894"	"Rhododendron aureum"	"Ericaceae"	"Angiosperm"	0.91000000042883
"8907"	"Rhododendron lapponicum"	"Ericaceae"	"Angiosperm"	2.24000000029804
"8908"	"Rhododendron latoucheae"	"Ericaceae"	"Angiosperm"	1.11999999965616
"8911"	"Rhododendron mariae"	"Ericaceae"	"Angiosperm"	0.719999999979866
"8912"	"Rhododendron maximum"	"Ericaceae"	"Angiosperm"	1.87000000024965
"8917"	"Rhododendron ovatum"	"Ericaceae"	"Angiosperm"	0.840000000121613
"8918"	"Rhododendron periclymenoides"	"Ericaceae"	"Angiosperm"	1.72000000030038
"8919"	"Rhododendron ponticum"	"Ericaceae"	"Angiosperm"	1.52000000021556
"8921"	"Rhododendron simsii"	"Ericaceae"	"Angiosperm"	0.774999999712312
"8922"	"Rhododendron sp"	"Ericaceae"	"Angiosperm"	0.590000000048599
"8925"	"Rhododendron thymifolium"	"Ericaceae"	"Angiosperm"	1.80000000017619
"8932"	"Rhodomyrtus tomentosa"	"Myrtaceae"	"Angiosperm"	0.340000000126456
"8934"	"Rhodostemonodaphne grandis"	"Lauraceae"	"Angiosperm"	2.72999999946255
"8935"	"Rhodostemonodaphne juruensis"	"Lauraceae"	"Angiosperm"	2.34999999963324
"8936"	"Rhodostemonodaphne kunthiana"	"Lauraceae"	"Angiosperm"	2.35999999991146
"8937"	"Rhodostemonodaphne praeclara"	"Lauraceae"	"Angiosperm"	2.91999999918184
"8938"	"Rhodostemonodaphne sordida"	"Lauraceae"	"Angiosperm"	1.22999999952728
"8944"	"Rhus chinensis"	"Anacardiaceae"	"Angiosperm"	1.75500000014421
"8945"	"Rhus chirindensis"	"Anacardiaceae"	"Angiosperm"	2.47999999956131
"8946"	"Rhus chondroloma"	"Anacardiaceae"	"Angiosperm"	3.93999999877922
"8948"	"Rhus dentata"	"Anacardiaceae"	"Angiosperm"	1.64000000026878
"8949"	"Rhus glabra"	"Anacardiaceae"	"Angiosperm"	1.24000000047499
"8954"	"Rhus microphylla"	"Anacardiaceae"	"Angiosperm"	1.63000000029557
"8955"	"Rhus ovata"	"Anacardiaceae"	"Angiosperm"	3.22999999924235
"8956"	"Rhus pentheri"	"Anacardiaceae"	"Angiosperm"	1.65500000028296
"8959"	"Rhus sandwicensis"	"Anacardiaceae"	"Angiosperm"	0.669999999730074
"8960"	"Rhus standleyi"	"Anacardiaceae"	"Angiosperm"	2.78000000082692
"8962"	"Rhus tomentosa"	"Anacardiaceae"	"Angiosperm"	2.29500000111879
"8963"	"Rhus trilobata"	"Anacardiaceae"	"Angiosperm"	1.739999999606
"8964"	"Rhus typhina"	"Anacardiaceae"	"Angiosperm"	2.0400000002935
"8965"	"Rhus virens"	"Anacardiaceae"	"Angiosperm"	4.4599999998574
"8971"	"Ribes californicum"	"Grossulariaceae"	"Angiosperm"	2.05500000010645
"8975"	"Ribes divaricatum"	"Grossulariaceae"	"Angiosperm"	0.659999999974699
"8979"	"Ribes himalense"	"Grossulariaceae"	"Angiosperm"	2.62499999988558
"8985"	"Ribes malvaceum"	"Grossulariaceae"	"Angiosperm"	0.959999999539445
"8988"	"Ribes nigrum"	"Grossulariaceae"	"Angiosperm"	1.2200000003109
"8993"	"Ribes rubrum"	"Grossulariaceae"	"Angiosperm"	0.750000000338836
"8994"	"Ribes sanguineum"	"Grossulariaceae"	"Angiosperm"	0.964999999655641
"8996"	"Ribes spicatum"	"Grossulariaceae"	"Angiosperm"	1.11500000009803
"8998"	"Ribes uva-crispa"	"Grossulariaceae"	"Angiosperm"	1.3350000001973
"9003"	"Richeria grandis"	"Phyllanthaceae"	"Angiosperm"	1.37999999976662
"9004"	"Ricinodendron heudelotii"	"Euphorbiaceae"	"Angiosperm"	2.04999999969185
"9006"	"Rinorea apiculata"	"Violaceae"	"Angiosperm"	1.34000000004982
"9010"	"Rinorea guianensis"	"Violaceae"	"Angiosperm"	1.90999999988819
"9012"	"Rinorea lindeniana"	"Violaceae"	"Angiosperm"	1.48000000033149
"9014"	"Rinorea neglecta"	"Violaceae"	"Angiosperm"	1.64000000026878
"9015"	"Rinorea paniculata"	"Violaceae"	"Angiosperm"	2.17000000097136
"9018"	"Rinorea sylvatica"	"Violaceae"	"Angiosperm"	1.71000000083009
"9020"	"Rinorea viridifolia"	"Violaceae"	"Angiosperm"	1.11500000009803
"9021"	"Rinoreocarpus ulei"	"Violaceae"	"Angiosperm"	1.20000000024725
"9023"	"Robinia neomexicana"	"Leguminosae"	"Angiosperm"	1.75000000011301
"9024"	"Robinia pseudoacacia"	"Leguminosae"	"Angiosperm"	1.60500000067092
"9026"	"Robinsonella mirandae"	"Malvaceae"	"Angiosperm"	1.17000000022269
"9028"	"Rockinghamia angustifolia"	"Euphorbiaceae"	"Angiosperm"	1.44000000059341
"9029"	"Rollinia centrantha"	"Annonaceae"	"Angiosperm"	2.33000000098417
"9030"	"Rollinia chrysocarpa"	"Annonaceae"	"Angiosperm"	1.11500000009803
"9031"	"Rollinia cuspidata"	"Annonaceae"	"Angiosperm"	1.08999999973725
"9032"	"Rollinia dolichopetala"	"Annonaceae"	"Angiosperm"	0.844999999683094
"9034"	"Rollinia exsucca"	"Annonaceae"	"Angiosperm"	3.06000000010927
"9036"	"Rollinia glomerulifera"	"Annonaceae"	"Angiosperm"	1.05999999986859
"9039"	"Rollinia insignis"	"Annonaceae"	"Angiosperm"	1.83000000026841
"9041"	"Rollinia pittieri"	"Annonaceae"	"Angiosperm"	1.53999999934467
"9045"	"Rosa acicularis"	"Rosaceae"	"Angiosperm"	0.419999999875984
"9046"	"Rosa agrestis"	"Rosaceae"	"Angiosperm"	2.9099999994663
"9047"	"Rosa arkansana"	"Rosaceae"	"Angiosperm"	0.699999999957113
"9050"	"Rosa californica"	"Rosaceae"	"Angiosperm"	0.729999999882981
"9055"	"Rosa cymosa"	"Rosaceae"	"Angiosperm"	0.489999999939958
"9062"	"Rosa laevigata"	"Rosaceae"	"Angiosperm"	0.699999999957113
"9064"	"Rosa micrantha"	"Rosaceae"	"Angiosperm"	1.49000000006352
"9071"	"Rosa pendulina"	"Rosaceae"	"Angiosperm"	1.17000000022269
"9078"	"Rosa spithamea"	"Rosaceae"	"Angiosperm"	0.570000000087518
"9086"	"Rosa xanthina"	"Rosaceae"	"Angiosperm"	1.2200000003109
"9087"	"Rosenbergiodendron formosum"	"Rubiaceae"	"Angiosperm"	1.26000000004613
"9090"	"Rothmannia globosa"	"Rubiaceae"	"Angiosperm"	1.74500000060309
"9094"	"Roucheria columbiana"	"Linaceae"	"Angiosperm"	2.01999999916551
"9095"	"Roupala montana"	"Proteaceae"	"Angiosperm"	1.46000000040844
"9096"	"Rourea glabra"	"Connaraceae"	"Angiosperm"	1.17000000022269
"9097"	"Rourea minor"	"Connaraceae"	"Angiosperm"	0.719999999979866
"9098"	"Roystonea borinquena"	"Arecaceae"	"Angiosperm"	1.52999999938135
"9100"	"Ruagea insignis"	"Meliaceae"	"Angiosperm"	1.18999999985311
"9103"	"Rubus alceifolius"	"Rosaceae"	"Angiosperm"	0.959999999539445
"9104"	"Rubus allegheniensis"	"Rosaceae"	"Angiosperm"	1.11999999965616
"9106"	"Rubus argutus"	"Rosaceae"	"Angiosperm"	0.939999999735002
"9110"	"Rubus caesius"	"Rosaceae"	"Angiosperm"	1.1399999995367
"9113"	"Rubus corchorifolius"	"Rosaceae"	"Angiosperm"	0.65500000022721
"9127"	"Rubus hawaiensis"	"Rosaceae"	"Angiosperm"	1.07999999985298
"9128"	"Rubus hispidus"	"Rosaceae"	"Angiosperm"	1.4000000005303
"9130"	"Rubus idaeus"	"Rosaceae"	"Angiosperm"	1.1399999995367
"9132"	"Rubus innominatus"	"Rosaceae"	"Angiosperm"	1.34000000004982
"9146"	"Rubus parvifolius"	"Rosaceae"	"Angiosperm"	1.20000000024725
"9151"	"Rubus plicatus"	"Rosaceae"	"Angiosperm"	0.994999999824427
"9156"	"Rubus rosifolius"	"Rosaceae"	"Angiosperm"	1.1399999995367
"9158"	"Rubus saxatilis"	"Rosaceae"	"Angiosperm"	0.690000000269674
"9169"	"Rubus ursinus"	"Rosaceae"	"Angiosperm"	0.899999999692044
"9170"	"Rubus vestitus"	"Rosaceae"	"Angiosperm"	1.30500000029407
"9176"	"Ruizodendron ovale"	"Annonaceae"	"Angiosperm"	1.75500000014421
"9180"	"Ruprechtia fusca"	"Polygonaceae"	"Angiosperm"	2.86000000048116
"9182"	"Ruscus aculeatus"	"Asparagaceae"	"Angiosperm"	2.47999999956131
"9186"	"Rustia formosa"	"Rubiaceae"	"Angiosperm"	2.35999999991146
"9188"	"Ryania speciosa"	"Salicaceae"	"Angiosperm"	1.64499999964248
"9193"	"Sacoglottis ceratocarpa"	"Humiriaceae"	"Angiosperm"	2.53499999989062
"9196"	"Sacoglottis guianensis"	"Humiriaceae"	"Angiosperm"	2.36999999965152
"9197"	"Sacoglottis mattogrossensis"	"Humiriaceae"	"Angiosperm"	1.1399999995367
"9198"	"Sacoglottis trichogyna"	"Humiriaceae"	"Angiosperm"	1.10000000021524
"9201"	"Sageretia thea"	"Rhamnaceae"	"Angiosperm"	1.08999999973725
"9202"	"Sagotia racemosa"	"Euphorbiaceae"	"Angiosperm"	2.13500000068194
"9205"	"Salacia macrantha"	"Celastraceae"	"Angiosperm"	1.66999999928413
"9208"	"Salix alaxensis"	"Salicaceae"	"Angiosperm"	1.77999999945889
"9209"	"Salix alba"	"Salicaceae"	"Angiosperm"	2.10000000056831
"9213"	"Salix anticecrenata"	"Salicaceae"	"Angiosperm"	2.53999999992267
"9218"	"Salix arctica"	"Salicaceae"	"Angiosperm"	2.09000000004866
"9219"	"Salix atrocinerea"	"Salicaceae"	"Angiosperm"	1.98000000058124
"9231"	"Salix caprea"	"Salicaceae"	"Angiosperm"	1.17000000022269
"9235"	"Salix cinerea"	"Salicaceae"	"Angiosperm"	1.46000000040844
"9239"	"Salix discolor"	"Salicaceae"	"Angiosperm"	2.029999999891
"9243"	"Salix exigua"	"Salicaceae"	"Angiosperm"	2.21000000103945
"9245"	"Salix fragilis"	"Salicaceae"	"Angiosperm"	2.47999999956131
"9249"	"Salix glauca"	"Salicaceae"	"Angiosperm"	2.33000000098417
"9250"	"Salix gooddingii"	"Salicaceae"	"Angiosperm"	1.67999999930252
"9251"	"Salix gordejevii"	"Salicaceae"	"Angiosperm"	1.49000000006352
"9252"	"Salix gracilistyla"	"Salicaceae"	"Angiosperm"	0.870000000290152
"9253"	"Salix hastata"	"Salicaceae"	"Angiosperm"	2.08000000059649
"9256"	"Salix herbacea"	"Salicaceae"	"Angiosperm"	1.81999999983856
"9263"	"Salix laevigata"	"Salicaceae"	"Angiosperm"	2.22999999894738
"9266"	"Salix lapponum"	"Salicaceae"	"Angiosperm"	2.12000000067009
"9268"	"Salix lasiolepis"	"Salicaceae"	"Angiosperm"	2.12499999920019
"9271"	"Salix lucida"	"Salicaceae"	"Angiosperm"	1.76499999932002
"9280"	"Salix myrsinites"	"Salicaceae"	"Angiosperm"	2.09499999921626
"9282"	"Salix nigra"	"Salicaceae"	"Angiosperm"	1.4000000005303
"9285"	"Salix oritrepha"	"Salicaceae"	"Angiosperm"	2.91500000057584
"9288"	"Salix phylicifolia"	"Salicaceae"	"Angiosperm"	1.4299999996113
"9289"	"Salix planifolia"	"Salicaceae"	"Angiosperm"	2.17000000097136
"9293"	"Salix pulchra"	"Salicaceae"	"Angiosperm"	2.56500000096769
"9294"	"Salix purpurea"	"Salicaceae"	"Angiosperm"	2.45000000108624
"9296"	"Salix repens"	"Salicaceae"	"Angiosperm"	1.61000000000584
"9297"	"Salix reticulata"	"Salicaceae"	"Angiosperm"	2.17500000099909
"9307"	"Salix souliei"	"Salicaceae"	"Angiosperm"	2.43999999925553
"9308"	"Salix sp"	"Salicaceae"	"Angiosperm"	1.98000000058124
"9313"	"Salix triandra"	"Salicaceae"	"Angiosperm"	1.99000000052456
"9315"	"Salix viminalis"	"Salicaceae"	"Angiosperm"	1.57499999956279
"9322"	"Salsola laricifolia"	"Amaranthaceae"	"Angiosperm"	4.13000000011175
"9325"	"Salsola passerina"	"Amaranthaceae"	"Angiosperm"	3.44999999985072
"9332"	"Salvia dorrii"	"Lamiaceae"	"Angiosperm"	0.300000000097781
"9334"	"Salvia mellifera"	"Lamiaceae"	"Angiosperm"	2.17500000099909
"9339"	"Sambucus canadensis"	"Adoxaceae"	"Angiosperm"	2.53499999989062
"9341"	"Sambucus nigra"	"Adoxaceae"	"Angiosperm"	1.27500000049675
"9343"	"Sambucus pubens"	"Adoxaceae"	"Angiosperm"	1.06999999949302
"9344"	"Sambucus racemosa"	"Adoxaceae"	"Angiosperm"	2.13000000059356
"9348"	"Sandwithia guyanensis"	"Euphorbiaceae"	"Angiosperm"	1.52499999990945
"9349"	"Santalum acuminatum"	"Santalaceae"	"Angiosperm"	3.8400000015374
"9350"	"Santalum paniculatum"	"Santalaceae"	"Angiosperm"	2.50999999963933
"9351"	"Santiria mollis"	"Burseraceae"	"Angiosperm"	2.24999999951326
"9353"	"Santolina chamaecyparissus"	"Compositae"	"Angiosperm"	1.67999999930252
"9356"	"Sapindus mukorossi"	"Sapindaceae"	"Angiosperm"	1.36000000034277
"9358"	"Sapindus saponaria"	"Sapindaceae"	"Angiosperm"	2.12000000067009
"9359"	"Sapindus saporia"	"Sapindaceae"	"Angiosperm"	1.78499999958659
"9360"	"Sapium broadleaf"	"Euphorbiaceae"	"Angiosperm"	1.32999999968923
"9361"	"Sapium glandulosum"	"Euphorbiaceae"	"Angiosperm"	1.51000000026148
"9363"	"Sapium laurocerasus"	"Euphorbiaceae"	"Angiosperm"	0.570000000087518
"9368"	"Sapranthus microcarpus"	"Annonaceae"	"Angiosperm"	0.789999999621645
"9369"	"Sapranthus palanga"	"Annonaceae"	"Angiosperm"	2.31000000107715
"9370"	"Saprosma ternatum"	"Rubiaceae"	"Angiosperm"	0.604999999970534
"9372"	"Saraca indica"	"Leguminosae"	"Angiosperm"	1.75999999991189
"9373"	"Sarcandra glabra"	"Chloranthaceae"	"Angiosperm"	0.699999999957113
"9374"	"Sarcaulus brasiliensis"	"Sapotaceae"	"Angiosperm"	1.17999999943646
"9375"	"Sarcaulus vestitus"	"Sapotaceae"	"Angiosperm"	1.17000000022269
"9378"	"Sarcosperma arboreum"	"Sapotaceae"	"Angiosperm"	1.18999999985311
"9379"	"Sarcosperma laurinum"	"Sapotaceae"	"Angiosperm"	1.63000000029557
"9382"	"Sassafras albidum"	"Lauraceae"	"Angiosperm"	1.24999999960724
"9383"	"Sassafras tzumu"	"Lauraceae"	"Angiosperm"	1.20000000024725
"9392"	"Saurauia glabra"	"Actinidiaceae"	"Angiosperm"	1.44000000059341
"9397"	"Saxegothaea conspicua"	"Podocarpaceae"	"Gymnosperm"	1.22999999952728
"9398"	"Scaevola gaudichaudiana"	"Goodeniaceae"	"Angiosperm"	2.68000000127899
"9400"	"Scaphium affine"	"Malvaceae"	"Angiosperm"	2.83000000097594
"9403"	"Scaphium macropodum"	"Malvaceae"	"Angiosperm"	0.609999999887016
"9405"	"Schefflera actinophylla"	"Araliaceae"	"Angiosperm"	2.25999999935772
"9406"	"Schefflera angustissima"	"Araliaceae"	"Angiosperm"	2.05500000010645
"9408"	"Schefflera calva"	"Araliaceae"	"Angiosperm"	2.9499999989624
"9409"	"Schefflera decaphylla"	"Araliaceae"	"Angiosperm"	2.43999999925553
"9410"	"Schefflera digitata"	"Araliaceae"	"Angiosperm"	1.49000000006352
"9411"	"Schefflera heptaphylla"	"Araliaceae"	"Angiosperm"	1.29999999939226
"9412"	"Schefflera macrocarpa"	"Araliaceae"	"Angiosperm"	3.17499999890572
"9413"	"Schefflera morototoni"	"Araliaceae"	"Angiosperm"	1.11999999965616
"9417"	"Schefflera vinosa"	"Araliaceae"	"Angiosperm"	2.69000000103902
"9419"	"Schima noronhae"	"Theaceae"	"Angiosperm"	1.0199999996979
"9420"	"Schima superba"	"Theaceae"	"Angiosperm"	1.32000000053027
"9421"	"Schima wallichii"	"Theaceae"	"Angiosperm"	1.0499999998221
"9429"	"Schinus terebinthifolia"	"Anacardiaceae"	"Angiosperm"	1.26999999940247
"9434"	"Schizolobium parahyba"	"Leguminosae"	"Angiosperm"	1.60500000067092
"9435"	"Schleichera oleosa"	"Sapindaceae"	"Angiosperm"	1.26999999940247
"9437"	"Schoenobiblus peruvianus"	"Thymelaeaceae"	"Angiosperm"	2.04999999969185
"9438"	"Schoepfia lucida"	"Schoepfiaceae"	"Angiosperm"	2.21000000103945
"9439"	"Schoepfia schreberi"	"Schoepfiaceae"	"Angiosperm"	4.26999999897292
"9440"	"Schotia afra"	"Leguminosae"	"Angiosperm"	3.78999999964247
"9446"	"Sclerocarya birrea"	"Anacardiaceae"	"Angiosperm"	1.66499999928004
"9461"	"Sclerolobium bracteosum"	"Leguminosae"	"Angiosperm"	3.70500000093347
"9462"	"Sclerolobium chrysophyllum"	"Leguminosae"	"Angiosperm"	1.72000000030038
"9463"	"Sclerolobium denudatum"	"Leguminosae"	"Angiosperm"	1.38999999980179
"9465"	"Sclerolobium guianense"	"Leguminosae"	"Angiosperm"	2.13999999992775
"9466"	"Sclerolobium melanocarpum"	"Leguminosae"	"Angiosperm"	2.62000000059473
"9467"	"Sclerolobium melinonii"	"Leguminosae"	"Angiosperm"	2.54999999956565
"9469"	"Sclerolobium paniculatum"	"Leguminosae"	"Angiosperm"	2.34500000023862
"9470"	"Sclerolobium paraense"	"Leguminosae"	"Angiosperm"	1.83500000090551
"9473"	"Scleronema micranthum"	"Malvaceae"	"Angiosperm"	1.88999999986477
"9475"	"Scolopia mundii"	"Salicaceae"	"Angiosperm"	1.75999999991189
"9477"	"Scolopia zeyheri"	"Salicaceae"	"Angiosperm"	1.38999999980179
"9479"	"Scorodophloeus zenkeri"	"Leguminosae"	"Angiosperm"	2.33999999913511
"9482"	"Scutia myrtina"	"Rhamnaceae"	"Angiosperm"	2.16000000065648
"9491"	"Sebastiania pavoniana"	"Euphorbiaceae"	"Angiosperm"	1.73000000084824
"9494"	"Semialarium mexicanum"	"Celastraceae"	"Angiosperm"	2.24000000029804
"9499"	"Senna artemisioides"	"Leguminosae"	"Angiosperm"	5.37999999906553
"9500"	"Senna bacillaris"	"Leguminosae"	"Angiosperm"	1.97499999930266
"9501"	"Senna dariensis"	"Leguminosae"	"Angiosperm"	1.59999999960682
"9503"	"Senna macrophylla"	"Leguminosae"	"Angiosperm"	1.4499999993729
"9508"	"Senna racemosa"	"Leguminosae"	"Angiosperm"	2.5200000012012
"9509"	"Senna reticulata"	"Leguminosae"	"Angiosperm"	1.55999999959214
"9511"	"Senna silvestris"	"Leguminosae"	"Angiosperm"	3.44999999985072
"9513"	"Senna surattensis"	"Leguminosae"	"Angiosperm"	1.61000000000584
"9514"	"Senna trolliiflora"	"Leguminosae"	"Angiosperm"	0.669999999730074
"9516"	"Sequoia sempervirens"	"Cupressaceae"	"Gymnosperm"	1.61500000052549
"9517"	"Sequoiadendron giganteum"	"Cupressaceae"	"Gymnosperm"	5.68999999921342
"9520"	"Serjania brachycarpa"	"Sapindaceae"	"Angiosperm"	0.989999999854966
"9522"	"Serruria nervosa"	"Proteaceae"	"Angiosperm"	2.12000000067009
"9526"	"Sextonia rubra"	"Lauraceae"	"Angiosperm"	2.03500000021457
"9529"	"Shorea assamica"	"Dipterocarpaceae"	"Angiosperm"	1.24999999960724
"9530"	"Shorea faguetiana"	"Dipterocarpaceae"	"Angiosperm"	1.90999999988819
"9534"	"Shorea robusta"	"Dipterocarpaceae"	"Angiosperm"	1.34499999992764
"9542"	"Sideroxylon capiri"	"Sapotaceae"	"Angiosperm"	3.19000000064836
"9543"	"Sideroxylon celastrinum"	"Sapotaceae"	"Angiosperm"	2.10999999897037
"9545"	"Sideroxylon inerme"	"Sapotaceae"	"Angiosperm"	2.660000000549
"9555"	"Simaba cedron"	"Simaroubaceae"	"Angiosperm"	2.26999999888018
"9557"	"Simaba orinocensis"	"Simaroubaceae"	"Angiosperm"	1.90999999988819
"9558"	"Simaba paraensis"	"Simaroubaceae"	"Angiosperm"	1.87000000024965
"9559"	"Simaba polyphylla"	"Simaroubaceae"	"Angiosperm"	1.78499999958659
"9560"	"Simarouba amara"	"Simaroubaceae"	"Angiosperm"	1.7750000001289
"9563"	"Simira cordifolia"	"Rubiaceae"	"Angiosperm"	1.32000000053027
"9566"	"Simira rubescens"	"Rubiaceae"	"Angiosperm"	1.17999999943646
"9570"	"Simmondsia chinensis"	"Simmondsiaceae"	"Angiosperm"	4.81999999969871
"9593"	"Siparuna cervicornis"	"Siparunaceae"	"Angiosperm"	1.36000000034277
"9594"	"Siparuna cristata"	"Siparunaceae"	"Angiosperm"	1.87499999920805
